task,fold,model,model_group,noise_sigma,n,accuracy,balanced_accuracy,f1_macro,roc_auc_ovr_macro
UCEC_molecular_subtype,9,extra_trees,tree_ensemble,0.0,50,0.82,0.7785714285714286,0.7773758545563819,0.9820634920634921
UCEC_molecular_subtype,9,extra_trees,tree_ensemble,0.05,50,0.84,0.7964285714285715,0.7960084033613445,0.981547619047619
UCEC_molecular_subtype,9,extra_trees,tree_ensemble,0.1,50,0.84,0.7964285714285715,0.7960084033613445,0.9805753968253968
UCEC_molecular_subtype,9,extra_trees,tree_ensemble,0.2,50,0.84,0.7964285714285715,0.7960084033613445,0.9825396825396825
UCEC_molecular_subtype,9,extra_trees,tree_ensemble,0.3,50,0.86,0.8130952380952381,0.8131357523852453,0.9810515873015873
UCEC_molecular_subtype,9,extra_trees,tree_ensemble,0.5,50,0.84,0.7964285714285715,0.7971715122830741,0.9810912698412698
UCEC_molecular_subtype,9,hist_gradient_boosting,boosting,0.0,50,0.9,0.8797619047619047,0.8962663398692811,0.9822125933706816
UCEC_molecular_subtype,9,hist_gradient_boosting,boosting,0.05,50,0.9,0.8797619047619047,0.8962663398692811,0.9866768790849673
UCEC_molecular_subtype,9,hist_gradient_boosting,boosting,0.1,50,0.92,0.8976190476190475,0.914092022251415,0.9886213235294118
UCEC_molecular_subtype,9,hist_gradient_boosting,boosting,0.2,50,0.88,0.8641369047619047,0.8816161616161616,0.9805491363211951
UCEC_molecular_subtype,9,hist_gradient_boosting,boosting,0.3,50,0.9,0.8821428571428571,0.8972222222222223,0.9871268090569562
UCEC_molecular_subtype,9,hist_gradient_boosting,boosting,0.5,50,0.84,0.8285714285714285,0.8463261648745519,0.9853839869281047
UCEC_molecular_subtype,9,mlp_early_fusion,static_nn,0.0,50,0.88,0.861904761904762,0.8611742424242423,0.9841666666666666
UCEC_molecular_subtype,9,mlp_early_fusion,static_nn,0.05,50,0.9,0.8797619047619047,0.8797691555756073,0.9830555555555556
UCEC_molecular_subtype,9,mlp_early_fusion,static_nn,0.1,50,0.9,0.8797619047619047,0.8797691555756073,0.9830555555555556
UCEC_molecular_subtype,9,mlp_early_fusion,static_nn,0.2,50,0.88,0.861904761904762,0.8611742424242423,0.9815873015873017
UCEC_molecular_subtype,9,mlp_early_fusion,static_nn,0.3,50,0.88,0.861904761904762,0.8611742424242423,0.9857738095238096
UCEC_molecular_subtype,9,mlp_early_fusion,static_nn,0.5,50,0.9,0.8797619047619047,0.8797691555756073,0.9835515873015873
UCEC_molecular_subtype,9,liquid_cfc_modality_sequence,liquid_nn,0.0,50,0.88,0.8974702380952381,0.8705499680715199,0.9885285364145658
UCEC_molecular_subtype,9,liquid_cfc_modality_sequence,liquid_nn,0.05,50,0.88,0.8974702380952381,0.8705499680715199,0.9865840919701214
UCEC_molecular_subtype,9,liquid_cfc_modality_sequence,liquid_nn,0.1,50,0.9,0.9141369047619048,0.8875801282051282,0.9901356792717086
UCEC_molecular_subtype,9,liquid_cfc_modality_sequence,liquid_nn,0.2,50,0.86,0.8474702380952381,0.8477561230585424,0.986124533146592
UCEC_molecular_subtype,9,liquid_cfc_modality_sequence,liquid_nn,0.3,50,0.8,0.7950892857142857,0.7746048850574712,0.9786674253034549
UCEC_molecular_subtype,9,liquid_cfc_modality_sequence,liquid_nn,0.5,50,0.86,0.8474702380952381,0.8365635521885522,0.976484885620915
UCEC_molecular_subtype,9,small_liquid_cfc_modality_sequence,small_liquid_nn,0.0,50,0.9,0.9141369047619048,0.8875801282051282,0.9800761554621849
UCEC_molecular_subtype,9,small_liquid_cfc_modality_sequence,small_liquid_nn,0.05,50,0.9,0.9141369047619048,0.8875801282051282,0.9800761554621849
UCEC_molecular_subtype,9,small_liquid_cfc_modality_sequence,small_liquid_nn,0.1,50,0.88,0.8962797619047619,0.8685147849462366,0.982000758636788
UCEC_molecular_subtype,9,small_liquid_cfc_modality_sequence,small_liquid_nn,0.2,50,0.86,0.8796130952380953,0.8516826923076923,0.9770372315592905
UCEC_molecular_subtype,9,small_liquid_cfc_modality_sequence,small_liquid_nn,0.3,50,0.82,0.8117559523809523,0.7907190860215053,0.9732507586367881
UCEC_molecular_subtype,9,small_liquid_cfc_modality_sequence,small_liquid_nn,0.5,50,0.86,0.8464285714285715,0.8349567099567099,0.9702911998132586
UCEC_molecular_subtype,10,logistic_elasticnet,linear,0.0,50,0.94,0.95,0.9494518237402487,0.9947785364145658
UCEC_molecular_subtype,10,logistic_elasticnet,linear,0.05,50,0.94,0.95,0.9494518237402487,0.9947951680672269
UCEC_molecular_subtype,10,logistic_elasticnet,linear,0.1,50,0.96,0.9666666666666667,0.9665025834380674,0.9952547268907563
UCEC_molecular_subtype,10,logistic_elasticnet,linear,0.2,50,0.94,0.95,0.9494518237402487,0.9947951680672269
UCEC_molecular_subtype,10,logistic_elasticnet,linear,0.3,50,0.94,0.95,0.9494518237402487,0.9962237394957983
UCEC_molecular_subtype,10,logistic_elasticnet,linear,0.5,50,0.96,0.9666666666666667,0.9665025834380674,0.9938261554621849
UCEC_molecular_subtype,10,random_forest,tree_ensemble,0.0,50,0.88,0.8541666666666667,0.8731456043956044,0.9838261554621849
UCEC_molecular_subtype,10,random_forest,tree_ensemble,0.05,50,0.88,0.8541666666666667,0.8731456043956044,0.9790642507002801
UCEC_molecular_subtype,10,random_forest,tree_ensemble,0.1,50,0.86,0.7916666666666667,0.8188977688977689,0.9823975840336134
UCEC_molecular_subtype,10,random_forest,tree_ensemble,0.2,50,0.88,0.8541666666666667,0.8731456043956044,0.9814618347338936
UCEC_molecular_subtype,10,random_forest,tree_ensemble,0.3,50,0.88,0.8083333333333333,0.8369175627240143,0.980969012605042
UCEC_molecular_subtype,10,random_forest,tree_ensemble,0.5,50,0.78,0.7250000000000001,0.7466859785899912,0.9771594887955183
UCEC_molecular_subtype,10,extra_trees,tree_ensemble,0.0,50,0.9,0.8708333333333333,0.8908858166922683,0.9829935452441846
UCEC_molecular_subtype,10,extra_trees,tree_ensemble,0.05,50,0.9,0.8708333333333333,0.8908858166922683,0.984811799719888
UCEC_molecular_subtype,10,extra_trees,tree_ensemble,0.1,50,0.9,0.8708333333333333,0.8908858166922683,0.983842787114846
UCEC_molecular_subtype,10,extra_trees,tree_ensemble,0.2,50,0.9,0.8708333333333333,0.8908858166922683,0.9805094537815127
UCEC_molecular_subtype,10,extra_trees,tree_ensemble,0.3,50,0.88,0.8541666666666667,0.8731456043956044,0.9815317105102911
UCEC_molecular_subtype,10,extra_trees,tree_ensemble,0.5,50,0.86,0.8374999999999999,0.8552579365079366,0.9757309173669468
UCEC_molecular_subtype,10,hist_gradient_boosting,boosting,0.0,50,0.92,0.8875,0.9061770541549953,0.9924308473389356
UCEC_molecular_subtype,10,hist_gradient_boosting,boosting,0.05,50,0.92,0.8875,0.9061770541549953,0.9943189775910364
UCEC_molecular_subtype,10,hist_gradient_boosting,boosting,0.1,50,0.88,0.8541666666666667,0.8738528496593013,0.9909856442577031
UCEC_molecular_subtype,10,hist_gradient_boosting,boosting,0.2,50,0.9,0.825,0.8518353174603174,0.9793004430032882
UCEC_molecular_subtype,10,hist_gradient_boosting,boosting,0.3,50,0.9,0.825,0.8518353174603174,0.9891640406162465
UCEC_molecular_subtype,10,hist_gradient_boosting,boosting,0.5,50,0.84,0.8666666666666667,0.8539922248803827,0.981578256302521
UCEC_molecular_subtype,10,mlp_early_fusion,static_nn,0.0,50,0.9,0.8708333333333333,0.8883910207439619,0.9871428571428571
UCEC_molecular_subtype,10,mlp_early_fusion,static_nn,0.05,50,0.9,0.8708333333333333,0.8883910207439619,0.9871428571428571
UCEC_molecular_subtype,10,mlp_early_fusion,static_nn,0.1,50,0.9,0.8708333333333333,0.8883910207439619,0.9876190476190476
UCEC_molecular_subtype,10,mlp_early_fusion,static_nn,0.2,50,0.9,0.8708333333333333,0.8883910207439619,0.9876190476190476
UCEC_molecular_subtype,10,mlp_early_fusion,static_nn,0.3,50,0.9,0.8708333333333333,0.8883910207439619,0.9914285714285714
UCEC_molecular_subtype,10,mlp_early_fusion,static_nn,0.5,50,0.86,0.8374999999999999,0.8549783549783551,0.9852380952380952
UCEC_molecular_subtype,10,liquid_cfc_modality_sequence,liquid_nn,0.0,50,0.94,0.95,0.9507936507936507,0.9952713585434174
UCEC_molecular_subtype,10,liquid_cfc_modality_sequence,liquid_nn,0.05,50,0.94,0.95,0.9507936507936507,0.9962237394957983
UCEC_molecular_subtype,10,liquid_cfc_modality_sequence,liquid_nn,0.1,50,0.94,0.95,0.9507936507936507,0.9952713585434174
UCEC_molecular_subtype,10,liquid_cfc_modality_sequence,liquid_nn,0.2,50,0.94,0.95,0.9507936507936507,0.9952713585434174
UCEC_molecular_subtype,10,liquid_cfc_modality_sequence,liquid_nn,0.3,50,0.92,0.9333333333333333,0.9320453739808578,0.9943356092436975
UCEC_molecular_subtype,10,liquid_cfc_modality_sequence,liquid_nn,0.5,50,0.94,0.95,0.9297385620915032,0.9976523109243698
UCEC_molecular_subtype,10,small_liquid_cfc_modality_sequence,small_liquid_nn,0.0,50,0.9,0.8708333333333333,0.8908858166922683,0.9961904761904762
UCEC_molecular_subtype,10,small_liquid_cfc_modality_sequence,small_liquid_nn,0.05,50,0.9,0.8708333333333333,0.8908858166922683,0.9966666666666666
UCEC_molecular_subtype,10,small_liquid_cfc_modality_sequence,small_liquid_nn,0.1,50,0.9,0.8708333333333333,0.8908858166922683,0.9952380952380953
UCEC_molecular_subtype,10,small_liquid_cfc_modality_sequence,small_liquid_nn,0.2,50,0.9,0.8708333333333333,0.8908858166922683,0.9961904761904762
UCEC_molecular_subtype,10,small_liquid_cfc_modality_sequence,small_liquid_nn,0.3,50,0.88,0.8541666666666667,0.8731456043956044,0.9947619047619047
UCEC_molecular_subtype,10,small_liquid_cfc_modality_sequence,small_liquid_nn,0.5,50,0.86,0.8374999999999999,0.8549000019588254,0.9885880602240896
COADREAD_molecular_subtype,1,logistic_elasticnet,linear,0.0,45,0.8888888888888888,0.8363636363636363,0.8054292929292929,0.9373400673400673
COADREAD_molecular_subtype,1,logistic_elasticnet,linear,0.05,45,0.8888888888888888,0.8363636363636363,0.8054292929292929,0.9390067340067341
COADREAD_molecular_subtype,1,logistic_elasticnet,linear,0.1,45,0.8888888888888888,0.8363636363636363,0.8054292929292929,0.9339898989898989
COADREAD_molecular_subtype,1,logistic_elasticnet,linear,0.2,45,0.8444444444444444,0.8161616161616161,0.7660325337744692,0.9348316498316498
COADREAD_molecular_subtype,1,logistic_elasticnet,linear,0.3,45,0.8888888888888888,0.8363636363636363,0.8054292929292929,0.9419286853497381
COADREAD_molecular_subtype,1,logistic_elasticnet,linear,0.5,45,0.8888888888888888,0.8363636363636363,0.8228438228438227,0.9406734006734007
COADREAD_molecular_subtype,1,random_forest,tree_ensemble,0.0,45,0.9333333333333333,0.8190476190476191,0.8592436974789917,0.9398506366927419
COADREAD_molecular_subtype,1,random_forest,tree_ensemble,0.05,45,0.9111111111111111,0.7523809523809524,0.7950310559006212,0.9327367661578188
COADREAD_molecular_subtype,1,random_forest,tree_ensemble,0.1,45,0.9111111111111111,0.7523809523809524,0.7950310559006212,0.9189583808004861
COADREAD_molecular_subtype,1,random_forest,tree_ensemble,0.2,45,0.8888888888888888,0.7047619047619048,0.7781131231835458,0.911844510265563
COADREAD_molecular_subtype,1,random_forest,tree_ensemble,0.3,45,0.8888888888888888,0.6857142857142856,0.7286625737329963,0.9365509733930787
COADREAD_molecular_subtype,1,random_forest,tree_ensemble,0.5,45,0.8444444444444444,0.5714285714285715,0.5791476407914764,0.9227367661578189
COADREAD_molecular_subtype,1,extra_trees,tree_ensemble,0.0,45,0.9333333333333333,0.8565656565656566,0.8565656565656564,0.9022243740664794
